OrderID,CustomerName,Gender,Email,Phone,Product,Category,SubCategory,Quantity,UnitPrice,Total revenue,TotalAmount,OrderDate,ShipDate,Region,PaymentMode,City,State
ORD101313,parker Kapoor,Non-Binary,jordan.@outlook.com,6562364629,Cheese Fries,Food,Sides,4,888.31,4441.55,3553.24,17-04-2024,21-02-2023,West,UPI,Lucknow,Uttar Pradesh 
ORD102517,QUINN Rao,Male,sasha.12@outlook.com,(885) 1597875,Cheese Fries,Food,Sides,2,215.66,646.98,431.32,28-12-2026,28-01-2026,West,Cash,Hyderabad,Telangana 
ORD101092,skyler Nair,Female,parker.@company.co,8132989937,Latte,Beverages,Coffee,5,67.06,402.36,335.3,16-01-2023,09-08-2023,South,Online,Bengaluru ,Karnataka
ORD102265,Cameron dutta,Female,taylor.12@hotmail.com,-8955977853,Veg Burger,Food,Burger,6,432.84,1731.36,2597.04,23-05-2023,22-12-2023,East,Online,Kolkata,West Bengal
ORD100366,ROBIN Patel,Non-Binary,morgan.x@outlook.com,8587819460,Tandoori Chicken,Food,Main,3,415.32,830.64,1245.96, null,12-03-2023,North,Online,Nagpur,Maharashtra
ORD101388,Alex agarwal,Male,jordan.x@outlook.com,-7198318374,Mango Smoothie,Beverages,Smoothie,4,136.01,272.02,544.04,09-05-2027,19-02-2024,North,Online,Nagpur,Maharashtra 
ORD104662,jordan Patel,Female,harper@hotmail.com,-7568541998,Latte,Beverages,Coffee,3,352.12,352.12,1056.36,28-08-2023,null,North,Online,Hyderabad,Telangana
ORD101138,Cameron  Mehta,Male,jesse.12@gmail.com,62145,Pepperoni Pizza,Food,Pizza,4,92.87,278.61,371.48,24-01-2024,05-06-2026,West,UPI,Delhi,Delhi
ORD101038,LEE Kulkarni,Female,rowan.com,+91 9498179613,Orange Juice,Beverages,Juice,4,1055.8,6334.8,4223.2,30-12-2024,13-05-2023,North,Online,Ahmedabad ,Gujarat
ORD101824,Sasha Verma,Male,sam.@outlook.com,-4115177756,Latte,Beverages,Coffee,5,1033.32,3099.96,5166.6, null,10-11-2023,South,Online,Jaipur ,Rajasthan
ORD103679,Jordan  Patel,Non-Binary,devin@hotmail.com,94695,Garlic Bread,Food,Sides,1,885.1,885.1,885.1,24-05-2025,04-04-2026,South,Cash,Bengaluru ,Karnataka
ORD100335,SASHA Khan,Unknown,kai.12@gmail.com,(696) 4956147,Latte,Beverages,Coffee,6,444.78,2223.9,2668.68,15-04-2026,03-09-2024,South,Cash,Chennai ,Tamil Nadu 
ORD104815,parker Kulkarni,Non-Binary,taylor.@yahoo.com,-2084222687,Mango Smoothie ,Beverages,Smoothie,2,433.74,2168.7,867.48,30-04-2025,19-07-2023,West,Online,Chennai ,Tamil Nadu
ORD100435,Taylor  Desai,Female,alex.@example.com,(675) 3156477,Mango Smoothie,Beverages,Smoothie,6,156.07,780.35,936.42,20-04-2024,25-01-2026,South,Cash,Nagpur,Maharashtra
ORD101212,Morgan kulkarni,Female,Not Found,6872483058,Pepperoni Pizza,Food,Pizza,2,196.82,787.28,393.64,13-04-2027,17-08-2026,Centar,Online,Chennai,Tamil Nadu
ORD104984,Jordan mehta,Male,Not Found,(700) 6874500,Espresso,Beverages,Coffee,3,1146.03,5730.15,3438.09,09-09-2025,07-05-2025,East,UPI,Bengaluru,Karnataka
ORD104909,Harper Khan,Non-Binary,charlie.12@outlook.com,(856) 6510897,Cheese Fries,Food,Sides,6,927.44,4637.2,5564.64,18-11-2024,08-11-2024,East,Cash,Mumbai ,Maharashtra
ORD102807,Jesse Desai,Female,kai.x@example.com,8262806732 ext 770,Pepperoni Pizza,Food,Pizza,2,214.74,858.96,429.48,28-04-2023,22-02-2025,South,Online,Bengaluru,Karnataka
ORD101828,ROWAN Shah,Female,charlie.12@hotmail.com,8158395924,Margherita Pizza,Food,Pizza,5,421.14,2105.7,2105.7,05-06-2025,28-02-2025,North,UPI,Lucknow,Uttar Pradesh 
ORD104666,Sam Agarwal,Female,kris.x@example.com,+91 6422954202,Orange Juice,Beverages,Juice,2,890.91,1781.82,1781.82,16-06-2026,11-08-2027,Centar,Cash,Mumbai,Maharashtra 
ORD101182,devin Nath,Female,parker.12@yahoo.com,-7675653218,Butter Naan,Food,Bread,5,778.33,4669.98,3891.65, null,11-08-2024,East,Card,Pune,Maharashtra
ORD103661,kai Kapoor Jr,Male,sasha.x@hotmail.com,9740769717,Tandoori Chicken,Food,Main,5,648.75,3243.75,3243.75,10-11-2025,20-09-2025,East,Online,Mumbai,Maharashtra
ORD102977,taylor Sharma,Male,casey@hotmail.com,6452008315 ext 492,Garlic Bread ,Food,Sides,4,1118.15,2236.3,4472.6,09-04-2027,09-02-2025,Centar,Online,Pune ,Maharashtra
ORD103145,Alex gupta,Female,alex@mailinator.com,-8944408409,Coke 500Ml ,Beverages,Soft Drink,5,476.87,1430.61,2384.35,03-07-2025,06-01-2024,South,Online,Delhi,Delhi 
ORD104121,Cameron  Joshi,Non-Binary,drew.@gmail.com,(653) 7194392,Cheese Fries,Food,Sides,5,501.66,2508.3,2508.3,23-08-2024,19-06-2025,South,Cash,Delhi,Delhi
ORD101263,Sasha Kapoor,Male,kai.@outlook.com,Not Found,Orange Juice,Beverages,Juice,6,885.45,885.45,5312.7,26-02-2027,06-07-2024,North,Cash,Delhi,Delhi
ORD102492,Charlie  Chaudhary,Female,riley.@example.com,-6653465493,Margherita Pizza,Food,Pizza,5,643.86,1931.58,3219.3,11-07-2026,06-06-2024,North,UPI,Lucknow,Uttar Pradesh
ORD104600,kai Gupta,Male,avery84@gmail.com,7296411406 ext 210,Paneer Wrap,Food,Wrap,3,179.91,1079.46,539.73,06-02-2024,null,North,UPI,Pune,Maharashtra
ORD103861,Charlie Kulkarni,Male,morgan.x@company.co,-6171230723,Butter Naan,Food,Bread,6,47.03,94.06,282.18, null,02-06-2025,North,Online,Ja1Pur,Rajasthan
ORD103888,kris Iyer,Male,sasha.@outlook.com,6568465870 ext 479,Chocolate Cake ,Desert,Cake,4,384.2,768.4,1536.8,26-01-2024,18-02-2026,West,Card,Delhi,Delhi
ORD102090,PARKER Dutta,Female,avery.@company.co,+91 8376814824,Mango Smoothie,Beverages,Smoothie,2,1128.76,3386.28,2257.52,11-06-2024,null,Centar,Online,Kolkata,West Bengal
ORD101730,SASHA Khan,Non-Binary,drew.x@outlook.com,-6100315917,Butter Naan,Food,Bread,2,1196.54,3589.62,2393.08,06-04-2024,02-05-2024,North,Online,Mumbai,Maharashtra
ORD104042,Casey mehta,Male,kai.@hotmail.com,8219984278 ext 317,Margherita Pizza,Food,Pizza,1,308.14,1232.56,308.14,06-05-2024,17-02-2027,Centar,UPI,Mumbai ,Maharashtra
ORD101860,Alex bose,Female,jesse.@example.com,6884576558,Butter Naan,Food,Bread,3,785.99,2357.97,2357.97,14-07-2024,17-10-2024,South,UPI,Delhi,Delhi
ORD104513,drew Bose Jr,Female,cameron.12@hotmail.com,Not Found,Chocolate Cake,Desert,Cake,6,579.41,3476.46,3476.46,02-11-2024,02-09-2027,North,Card,Kolkata,West Bengal 
ORD102523,Kai Chaudhary,Male,casey.12@hotmail.com,9151036012,Veg Burger,Food,Burger,3,665.19,2660.76,1995.57,04-10-2024,04-10-2270,North,Cash,Mumbai,Maharashtra 
ORD100945,Riley Shah,Female,robin.x@hotmail.com,76455,Veg Burger,Food,Burger,1,1160.17,5800.85,1160.17,15-12-2024,11-11-2025,South,Online,Ahmedabad,Gujarat
ORD103118,avery Rao,Female,camerongmailcom,+91 6056568838,Latte,Beverages,Coffee,5,41.5,124.5,207.5,06-01-2025,20-08-2025,North,Card,Chennai,Tamil Nadu 
ORD103024,Morgan Chaudhary,Non-Binary,charlie.12@company.co,-8191425195,Chocolate Cake,Desert,Cake,5,901.47,901.47,4507.35,16-12-2023,28-12-2022,North,Online,Bengaluru ,Karnataka
ORD100449,Sasha Singh,Unknown,rowan.12@outlook.com,9540698388,Coke 500Ml,Beverages,Soft Drink,5,1055,1055,5275,26-08-2024,07-10-2025,North,Cash,Ahmedabad,Gujarat
ORD102478,avery Agarwal,Female,robin.@company.co,8640766997 ext 446,Coke 500Ml ,Beverages,Soft Drink,4,828.12,2484.36,3312.48,10-12-2026,12-02-2023,North,Online,Chennai,Tamil Nadu
ORD103419,Drew khan,Female,sam@example.com,9362373293,Cheese Fries,Food,Sides,5,871.33,871.33,4356.65,01-11-2023,15-08-2025,Centar,Online,Hyderabad ,Telangana
ORD104111,Kai sharma,Female,devin@hotmail.com,6097634221,Margherita Pizza,Food,Pizza,5,460.54,1381.62,2302.7,16-07-2023,19-04-2023,South,Online,Jaipur,Rajasthan
ORD104706,JESSE Mehta,Female,casey.@mailinator.com,(982) 7774578,Butter Naan ,Food,Bread,4,67.64,338.2,270.56,18-09-2023,03-11-2023,North,Cash,Chennai,Tamil Nadu
ORD104447,Cameron Mehta,Female,harper.@mailinator.com,9054648043,Cheese Fries ,Food,Sides,5,828.55,3314.2,4142.75,31-08-2024,13-08-2023,East,Card,Ahmedabad,Gujarat
ORD100165,Casey  Khan,Male,riley.@hotmail.com,-9250880647,Orange Juice,Beverages,Juice,2,334.71,334.71,669.42, null,15-10-2024,North,Online,Delhi,Delhi
ORD104077,Robin  Joshi,Unknown,sam.@outlook.com,8187186410,Cheese Fries ,Food,Sides,6,159.02,477.06,954.12,19-11-2025,31-01-2023,West,Online,Mumbai ,Maharashtra
ORD100669,cameron Iyer,Female,sam77@gmail.com,92398,Chocolate Cake,Desert,Cake,5,821.87,821.87,4109.35,28-03-2023,null,Centar,Online,Ja1Pur,Rajasthan
ORD104670,Charlie kapoor,Male,rowan.12@example.com,-9694035391,Veg Burger,Food,Burger,2,190.91,954.55,381.82, null,23-11-2023,West,Online,Hyderabad,Telangana
ORD102535,ROWAN Nair,Male,morgan.x@outlook.com,6265972900,Espresso ,Beverages,Coffee,3,1111.32,3333.96,3333.96,17-10-2023,11-09-2025,West,Online,Nagpur,Maharashtra
ORD100062,Robin dutta,Male,robin.@hotmail.com,66083,Coke 500Ml,Beverages,Soft Drink,5,309.54,1857.24,1547.7, null,03-02-2026,West,Online,Chennai,Tamil Nadu
ORD102996,Sam khan,Female,sasha.x@yahoo.com,(601) 6822453,Latte ,Beverages,Coffee,1,643.84,1287.68,643.84, null,11-06-2023,North,Cash,Kolkata,West Bengal
ORD100429,Devin Nair,Female,angel.12@gmail.com,-9909257032,Butter Naan,Food,Bread,3,280.3,1681.8,840.9,26-08-2024,09-07-2024,East,Cash,Jaipur,Rajasthan
ORD103442,CASEY Sharma,Female,riley.@company.co,(792) 9763587,Espresso,Beverages,Coffee,6,510.67,1532.01,3064.02,11-01-2026,27-06-2025,East,Online,Lucknow,Uttar Pradesh
ORD101680,harper Kapoor,Male,rowan35@company.co,89131,Garlic Bread,Food,Sides,2,100.23,300.69,200.46, null,06-11-2025,West,UPI,Jaipur,Rajasthan
,,Unknown,rowan.12@gmail.com,9321096861 ext 814,Garlic Bread,Food,Sides,2,265.37,530.74,530.74,15-03-2023,02-03-2024,East,Online,Pune ,Maharashtra
ORD104301,Riley nair,Unknown,morgan.12@outlook.com,7026194570,Coke 500Ml,Beverages,Soft Drink,3,277,831,831,12-12-2024,24-07-2023,West,Cash,Pune,Maharashtra 
ORD100703,SAM Khan,Unknown,alex.com,-7464509588,Chicken Burger,Food,Burger,3,717.57,2870.28,2152.71,16-02-2024,09-08-2276,West,Cash,Jaipur,Rajasthan
ORD100156,Sam kulkarni,Non-Binary,cameron58@yahoo.com,-7984994162,Margherita Pizza,Food,Pizza,4,330.7,330.7,1322.8,25-09-2022,05-01-2026,North,Card,Nagpur,Maharashtra
ORD103382,ROWAN Chaudhary,Female,Not Found,-7556988558,Garlic Bread,Food,Sides,3,416.07,832.14,1248.21,06-01-2024,06-08-2187,West,Online,Nagpur,Maharashtra
ORD100336,Morgan Kapoor,Female,Not Found,-7295488794,Butter Naan,Food,Bread,6,118.28,236.56,709.68,23-02-2023,06-07-2272,West,Online,Chenna1,Tamil Nadu 
ORD100793,Robin  Singh,Male,robin.12@example.com,75816,Espresso ,Beverages,Coffee,4,1074.31,1074.31,4297.24,01-05-2024,17-04-2024,Centar,Card,Jaipur ,Rajasthan
ORD102545,SASHA Agarwal,Male,jordan41@yahoo.com,-6473572651,Pepperoni Pizza,Food,Pizza,5,60.69,60.69,303.45,24-05-2025,08-09-2026,North,Online,Bengaluru,Karnataka
ORD100067,ANGEL Nair,Unknown,riley.x@example.com,84852,Garlic Bread ,Food,Sides,3,140.08,420.24,420.24,09-01-2024,22-12-2021,West,Online,Jaipur,Rajasthan
ORD104106,riley Rao,Male,quinn.@outlook.com,8236598806 ext 880,Garlic Bread,Food,Sides,1,699,699,699,30-07-2026,14-08-2026,Centar,Online,Bengaluru ,Karnataka
ORD104244,Rowan  Verma,Female,alex.12@company.co,-6392846941,Pepperoni Pizza,Food,Pizza,1,405.38,2026.9,405.38,29-07-2025,10-08-2275,West,Cash,Chennai,Tamil Nadu 
ORD102510,Rowan agarwal,Male,casey32@mailinator.com,-9624806124,Coke 500Ml,Beverages,Soft Drink,3,756.53,2269.59,2269.59,06-05-2024,11-02-2022,North,Online,Bengaluru,Karnataka 
ORD103406,Morgan  Bose,Female,drew.@yahoo.com,88924,Garlic Bread,Food,Sides,1,550.39,550.39,550.39,04-11-2024,08-09-2196,North,Online,Ahmedabad,Gujarat
ORD102664,Alex Desai,Non-Binary,sasha.@outlook.com,6780504006,Coke 500Ml,Beverages,Soft Drink,3,674.29,3371.45,2022.87,17-05-2025,12-03-2023,South,Online,Nagpur,Maharashtra
ORD100231,Cameron Khan,Male,taylor.12@example.com,6262366456,Garlic Bread,Food,Sides,5,812.8,4876.8,4064,28-10-2025,20-09-2022,West,Cash,Bengaluru,Karnataka 
ORD101672,drew Verma,Unknown,avery.x@hotmail.com,7955191789,Cheese Fries,Food,Sides,4,975.75,3903,3903,21-02-2025,01-02-2027,North,Online,Kolkata,West Bengal
ORD104487,parker Agarwal,Male,devin.com,7669541493,Pepperoni Pizza,Food,Pizza,1,697.84,13956.8,697.84, null,15-07-2027,East,Card,Chennai ,Tamil Nadu
ORD100414,robin Dutta,Male,avery.x@yahoo.com,7482178453,Chicken Burger,Food,Burger,3,813.62,4881.72,2440.86,07-05-2023,24-05-2024,West,Online,Chenna1,Tamil Nadu
ORD100316,Jordan nath,Unknown,morgan.@hotmail.com,-9758946485,Veg Burger,Food,Burger,1,60.02,240.08,60.02,27-11-2025,null,North,Online,Nagpur ,Maharashtra
ORD103629,RILEY Mehta,Female,sasha.@company.co,+91 9765010398,Chocolate Cake,Desert,Cake,5,873.83,2621.49,4369.15,15-05-2024,17-03-2024,North,Online,Lucknow ,Uttar Pradesh
ORD103870,Quinn kulkarni Jr,Female,skyler.x@mailinator.com,-5159634035,Paneer Wrap,Food,Wrap,3,570.04,2850.2,1710.12, null,19-08-2026,North,Cash,Bengaluru,Karnataka
ORD100510,Alex Sharma,Male,devin.@outlook.com,-7755730035,Orange Juice,Beverages,Juice,6,336.88,1684.4,2021.28,27-10-2022,null,North,Card,Pune,Maharashtra
ORD102312,Casey Singh,Female,taylor.12@example.com,78395,Butter Naan,Food,Bread,2,623.76,1247.52,1247.52,02-02-2026,25-04-2027,East,Online,Delhi ,Delhi
ORD102399,Drew Desai,Female,lee@gmail,+91 7354482619,Chicken Burger,Food,Burger,6,966.84,5801.04,5801.04, null,23-06-2027,West,Online,Delhi,Delhi
ORD100486,Sasha  Agarwal,Unknown,Not Found,-3391249735,Paneer Wrap,Food,Wrap,3,213.06,426.12,639.18,31-01-2023,08-08-2024,East,Online,Bengaluru,Karnataka
ORD104730,Taylor  Patel,Female,angel.12@example.com,-2323754989,Chocolate Cake,Desert,Cake,3,124.74,249.48,374.22,14-02-2025,10-06-2181,West,Online,Chennai,Tamil Nadu
ORD103636,Avery sharma,Non-Binary,kai.x@yahoo.com,6493825804,Cheese Fries ,Food,Sides,2,678.89,4073.34,1357.78, null,01-05-2026,South,Card,Kolkata ,West Bengal
ORD104734,DEVIN Khan,Male,drew@example.com,7342787300,Orange Juice,Beverages,Juice,3,1076,1076,3228,06-06-2024,14-06-2023,East,Online,Ja1Pur,Rajasthan 
ORD101833,Avery  Chaudhary,Male,alex.@yahoo.com,-9220213350,Butter Naan,Food,Bread,4,830.93,830.93,3323.72,07-08-2022,13-05-2024,East,Cash,Chennai,Tamil Nadu
ORD104845,Morgan shah,Female,charliegmailcom,9479875319 ext 61,Chicken Burger,Food,Burger,1,984.52,5907.12,984.52,20-12-2023,12-08-2024,South,Online,Chennai,Tamil Nadu 
ORD102607,Sasha  Rao,Unknown,drew.x@outlook.com,9027822204,Espresso ,Beverages,Coffee,2,78.42,470.52,156.84, null,23-03-2023,East,Online,Jaipur ,Rajasthan
ORD103327,Skyler  Gupta,Non-Binary,casey.x@gmail.com,-9879505128,Coke 500Ml,Beverages,Soft Drink,2,776.72,4660.32,1553.44, null,null,West,Cash,Lucknow,Uttar Pradesh
ORD100381,DEVIN Bose,Male,devin.x@mailinator.com,(639) 2799550,Butter Naan,Food,Bread,1,699.01,699.01,699.01,23-06-2025,07-02-2026,East,Online,Nagpur ,Maharashtra
ORD101772,Taylor Khan,Male,lee.12@hotmail.com,9099243976,Orange Juice,Beverages,Juice,1,762.05,762.05,762.05, null,02-12-2022,Centar,Card,Hyderabad,Telangana
ORD104686,Lee  Kapoor,Unknown,avery.12@outlook.com,6018101024,Latte,Beverages,Coffee,3,714.03,4284.18,2142.09,02-06-2025,08-05-2024,West,Cash,Pune,Maharashtra
ORD104632,jesse Bose,Unknown,riley.12@mailinator.com,Not Found,Butter Naan ,Food,Bread,1,478.09,1912.36,478.09,18-08-2025,28-11-2023,South,Online,Nagpur ,Maharashtra
ORD104156,ANGEL Gupta,Unknown,kris.com,-8036231888,Butter Naan,Food,Bread,5,1161.75,1161.75,5808.75,25-03-2027,07-08-2024,West,Cash,Lucknow,Uttar Pradesh
ORD102688,Kai Sharma,Female,jordan72@hotmail.com,7169904148 ext 998,Espresso,Beverages,Coffee,3,917.33,2751.99,2751.99,12-01-2024,02-08-2026,Centar,Online,Pune,Maharashtra
ORD104394,Drew gupta Jr,Male,jamie.@example.com,-3152767932,Paneer Wrap,Food,Wrap,1,813.85,813.85,813.85,19-01-2025,27-07-2024,North,Online,Pune,Maharashtra 
ORD102348,Alex Gupta,Female,alex.x@outlook.com,(992) 2061499,Pepperoni Pizza ,Food,Pizza,5,1118.01,6708.06,5590.05,26-01-2024,15-01-2027,East,Online,Ahmedabad,Gujarat
ORD104582,charlie Verma,Male,rowan.12@gmail.com,-8252827451,Chocolate Cake,Desert,Cake,6,501.37,1002.74,3008.22,22-09-2024,05-02-2026,South,Cash,Delh1,Delhi
ORD103492,drew Nair,Non-Binary,skyler.@mailinator.com,+91 8010217786,Butter Naan,Food,Bread,4,1077.75,5388.75,4311,14-11-2025,09-10-2026,Centar,Online,Kolkata,West Bengal 
ORD101122,Casey Nath,Female,alex.x@hotmail.com,68818,Garlic Bread,Food,Sides,20,1014.11,4056.44,20282.2,05-01-2023,09-02-2024,North,Cash,Jaipur,Rajasthan 
ORD100425,Devin bose,Male,robin.x@hotmail.com,-8922606419,Veg Burger,Food,Burger,6,862.57,3450.28,5175.42,03-06-2023,23-06-2022,East,Online,Mumbai,Maharashtra
ORD104187,Lee gupta,Male,kris.x@company.co,-3783727656,Cheese Fries,Food,Sides,4,774.7,4648.2,3098.8,08-04-2024,07-07-2024,West,Online,Chennai,Tamil Nadu
ORD101343,Avery Rao,Male,charlie.@gmail.com,6428986529 ext 862,Tandoori Chicken ,Food,Main,3,99.27,496.35,297.81,24-01-2025,23-05-2027,East,Cash,Nagpur,Maharashtra
ORD101446,riley Bose,Male,Not Found,94778,Mango Smoothie,Beverages,Smoothie,5,385.5,1542,1927.5,30-01-2024,01-07-2195,South,Cash,Jaipur,Rajasthan
ORD100128,kris Joshi,Female,rowan.12@example.com,85147,Espresso,Beverages,Coffee,5,462.49,462.49,2312.45,10-01-2025,04-10-2185,North,Online,Delh1,Delhi
ORD104272,jordan Kulkarni,Non-Binary,jordan.@gmail.com,7757905069,Cheese Fries,Food,Sides,2,866.19,866.19,1732.38, null,12-12-2025,West,Online,Pune,Maharashtra 
ORD101815,jamie Iyer Jr,Male,kris.@outlook.com,Not Found,Tandoori Chicken,Food,Main,6,661.4,3968.4,3968.4,13-08-2027,03-01-2025,West,UPI,Chennai ,Tamil Nadu
ORD101346,Alex Nath,Male,harper.x@outlook.com,94532,Mango Smoothie,Beverages,Smoothie,2,259.98,519.96,519.96, null,06-02-2022,South,Cash,Lucknow,Uttar Pradesh
ORD103168,rowan Agarwal,Non-Binary,sam.@outlook.com,7366852221,Veg Burger ,Food,Burger,2,621.43,1864.29,1242.86, null,24-07-2023,East,Online,Ahmedabad ,Gujarat
ORD102358,Skyler Patel,Unknown,casey.12@outlook.com,(757) 6553761,Tandoori Chicken,Food,Main,6,825.05,3300.2,4950.3,19-07-2024,null,North,UPI,Delh1,Delhi
ORD104020,Alex kapoor,Unknown,lee.@company.co,87168,Butter Naan,Food,Bread,1,690.03,690.03,690.03,03-09-2024,22-06-2022,West,Online,Pune,Maharashtra 
ORD102813,Robin Dutta Jr,Non-Binary,rowan@gmail.com,8086919766,Tandoori Chicken,Food,Main,1,999.33,1998.66,999.33, null,04-04-2023,East,Online,Chennai,Tamil Nadu
ORD103527,Kris kulkarni,Unknown,drew.12@company.co,(766) 1157642,Cheese Fries,Food,Sides,6,987.53,1975.06,5925.18,16-04-2026,24-06-2026,West,Online,Bengaluru,Karnataka
ORD103616,Charlie dutta,Non-Binary,sasha.com,9463334200,Cheese Fries,Food,Sides,6,802.8,802.8,4816.8,22-07-2025,01-05-2024,Centar,Card,Delhi ,Delhi
ORD104538,CASEY Shah,Male,jesse21@yahoo.com,76491,Mango Smoothie,Beverages,Smoothie,6,302.97,908.91,1817.82,17-02-2024,10-03-2026,East,Online,Chennai,Tamil Nadu
ORD102986,rowan Dutta,Non-Binary,caseygmail.com,7820405639,Chocolate Cake ,Desert,Cake,1,747.74,1495.48,747.74,23-09-2022,20-04-2026,South,Cash,Lucknow,Uttar Pradesh
ORD104912,Jordan khan,Male,charlie.12@example.com,-6782035108,Espresso,Beverages,Coffee,1,904.6,1809.2,904.6,09-10-2024,05-12-2023,South,Online,Bengaluru,Karnataka
ORD101578,KRIS Dutta,Female,Not Found,6412845168,Mango Smoothie,Beverages,Smoothie,6,150,600,900,24-12-2025,22-01-2025,Centar,Online,Lucknow,Uttar Pradesh
ORD100241,HARPER Singh,Non-Binary,drew@gmail,6020418941,Mango Smoothie,Beverages,Smoothie,4,449.53,2697.18,1798.12, null,28-12-2025,Centar,Cash,Lucknow,Uttar Pradesh
ORD100649,Sam  Kapoor,Male,rowan.x@outlook.com,-6202194186,Chocolate Cake,Desert,Cake,1,1131.79,3395.37,1131.79,29-04-2023,13-05-2025,North,UPI,Pune,Maharashtra 
ORD100511,Casey Nath,Female,riley.x@gmail.com,+91 6369822110,Tandoori Chicken ,Food,Main,3,1163.31,3489.93,3489.93,27-06-2024,13-07-2025,West,Online,Lucknow,Uttar Pradesh
ORD100878,Lee rao,Female,robin90@hotmail.com,6359889352,Chicken Burger,Food,Burger,1,626.66,1253.32,626.66,11-10-2022,24-01-2027,North,Cash,Jaipur ,Rajasthan 
ORD100834,Rowan  Shah,Male,sasha.12@hotmail.com,7802430732,Coke 500Ml,Beverages,Soft Drink,6,891.62,3566.48,5349.72,27-07-2022,05-08-2022,East,Online,Jaipur,Rajasthan 
ORD103386,drew Chaudhary,Female,devin.@yahoo.com,-8528968700,Chicken Burger,Food,Burger,2,245.23,980.92,490.46,23-07-2023,05-06-2024,Centar,UPI,Kolkata,West Bengal
ORD100828,Sasha patel,Non-Binary,kai.12@company.co,+91 6175702890,Veg Burger ,Food,Burger,5,858,2574,4290,20-05-2025,05-05-2027,East,Cash,Lucknow,Uttar Pradesh 
ORD101256,JESSE Singh,Female,rowan.x@gmail.com,6050560798 ext 271,Espresso ,Beverages,Coffee,4,215.55,1293.3,862.2,05-01-2025,12-03-2022,South,Online,Nagpur,Maharashtra
ORD101504,Casey agarwal,Unknown,avery.12@yahoo.com,7739148699 ext 740,Margherita Pizza,Food,Pizza,4,650.99,2603.96,2603.96,17-03-2025,03-03-2026,West,Cash,Ahmedabad,Gujarat 
ORD100109,charlie Mehta,Male,kris.@company.co,Not Found,Butter Naan,Food,Bread,6,1177.87,7067.22,7067.22,28-10-2023,04-02-2027,North,Cash,Delhi,Delhi
ORD102715,ROWAN Khan,Unknown,jesse.12@mailinator.com,(603) 9318849,Coke 500Ml,Beverages,Soft Drink,5,709.69,3548.45,3548.45,15-08-2023,06-08-2023,North,Cash,Lucknow,Uttar Pradesh
ORD102323,drew Nair,Non-Binary,casey.x@gmail.com,+91 6173649185,Veg Burger,Food,Burger,4,142.48,284.96,569.92,25-11-2024,null,Centar,UPI,Hyderabad ,Telangana
ORD101123,Rowan  Dutta,Female,riley@.com,-8496589694,Mango Smoothie,Beverages,Smoothie,1,466.47,2798.82,466.47,15-07-2026,null,North,Cash,Ahmedabad ,Gujarat
ORD104057,Riley nair Jr,Female,Not Found,64903,Chocolate Cake,Desert,Cake,1,1036.84,4147.36,1036.84,03-11-2025,null,East,Online,Pune ,Maharashtra
ORD101765,Robin Bose,Non-Binary,morgan@.com,-9020096361,Cheese Fries,Food,Sides,6,623.76,2495.04,3742.56,20-12-2023,08-05-2027,North,Online,Ahmedabad,Gujarat 
ORD100256,Sasha  Singh Jr,Non-Binary,angel.12@example.com,9879719248,Coke 500Ml,Beverages,Soft Drink,2,896.25,896.25,1792.5,16-12-2022,06-03-2025,West,Online,Pune,Maharashtra
ORD102864,Devin Sharma,Female,cameron.@hotmail.com,9409793466,Butter Naan,Food,Bread,3,76.52,382.6,229.56,15-05-2024,28-03-2026,North,Online,Delhi,Delhi
ORD101430,Kai Mehta,Unknown,casey.@yahoo.com,(689) 2754671,Paneer Wrap,Food,Wrap,4,926.06,5556.36,3704.24,30-12-2023,23-04-2025,East,Online,Hyderabad ,Telangana
ORD104120,Rowan  Rao,Female,sasha@hotmail.com,Not Found,Paneer Wrap,Food,Wrap,1,928.77,4643.85,928.77,26-07-2023,02-10-2025,Centar,Online,Lucknow,Uttar Pradesh 
ORD101603,Avery Nair,Unknown,lee81@gmail.com,-6509205069,Pepperoni Pizza,Food,Pizza,2,1197.06,2394.12,2394.12,20-04-2027,01-03-2025,East,Cash,Chennai,Tamil Nadu
ORD101712,Kris  Desai,Female,jesse.x@company.co,Not Found,Chicken Burger,Food,Burger,2,252.05,756.15,504.1,19-07-2026,null,Centar,Cash,Hyderabad,Telangana
ORD100849,jesse Khan,Male,cameron.x@yahoo.com,7019129506,Butter Naan ,Food,Bread,1,925.76,4628.8,925.76,21-09-2025,22-08-2027,North,Online,Nagpur,Maharashtra
ORD102313,CASEY Shah,Female,rowangmail.com,6850607525,Garlic Bread,Food,Sides,3,1115.01,5575.05,3345.03,24-10-2025,27-01-2023,Centar,Online,Mumbai,Maharashtra
ORD101882,Riley gupta,Non-Binary,jesse.@company.co,-9213099620,Margherita Pizza,Food,Pizza,2,878.69,878.69,1757.38,31-01-2024,30-12-2024,Centar,Cash,Ahmedabad,Gujarat
ORD100061,Devin singh,Male,jordan.@example.com,-6159223452,Latte,Beverages,Coffee,2,321.81,321.81,643.62,24-12-2023,29-05-2025,North,Online,Ahmedabad,Gujarat
ORD100821,MORGAN Kulkarni Jr,Unknown,sasha.@company.co,9363803934,Cheese Fries,Food,Sides,4,524.77,3148.62,2099.08,04-09-2024,05-11-2025,West,Online,Ahmedabad,Gujarat 
